+1	+1	0.98887280451
-1	-1	0.997791270632
-1	-1	0.999999999804
+1	+1	0.897782744896
-1	-1	0.999999707523
-1	-1	0.97638943568
-1	-1	0.910794604124
+1	+1	0.999800364369
+1	+1	0.999096294879
+1	+1	0.999999999999
+1	+1	0.999317563452
-1	-1	0.999973322839
+1	+1	1.0
+1	+1	0.999984436554
-1	-1	0.99999218086
-1	-1	0.999999999985
-1	-1	0.999999997598
+1	+1	0.998368580542
+1	+1	0.999788281814
-1	-1	0.999991341267
+1	+1	0.999985963469
+1	+1	0.9999996518
-1	-1	0.863099171727
-1	-1	0.978245532758
-1	-1	0.9999593306
+1	+1	0.999999999946
-1	-1	0.999903607868
-1	-1	0.999946794689
-1	-1	0.999872785972
-1	-1	0.999999575315
+1	+1	0.999990809865
-1	-1	1.0
+1	+1	0.995955639946
+1	+1	0.999418086958
+1	+1	0.999999999998
-1	-1	0.999999999997
-1	-1	0.999714816643
+1	+1	0.999208533939
+1	+1	0.984564272562
-1	-1	0.999494165876
+1	+1	0.999419775869
-1	-1	0.999999439609
+1	+1	0.998500788476
+1	+1	1.0
-1	-1	1.0
-1	-1	0.993706207331
-1	-1	0.997316514425
-1	-1	0.999337243197
-1	-1	0.999962081936
+1	+1	0.997966493201
+1	+1	0.999999934725
+1	+1	0.995450942501
+1	+1	0.999892217717
-1	-1	0.999509276369
+1	+1	0.999999990977
-1	-1	0.999739719697
+1	+1	0.998816429629
-1	-1	0.994310986745
+1	+1	0.994382400835
+1	+1	0.999999999985
-1	-1	0.999771244111
+1	+1	1.0
-1	-1	0.999699404641
+1	+1	0.999999863131
-1	-1	0.999995440874
+1	+1	0.999999244961
-1	-1	0.999992910977
+1	+1	0.997390651798
-1	-1	0.999998743443
-1	-1	0.990495175378
-1	-1	0.939131632598
+1	+1	0.994340332027
-1	-1	0.992900783942
+1	+1	0.999988394594
-1	-1	1.0
+1	+1	0.995321024608
-1	-1	0.999996164582
-1	-1	0.999729362459
+1	+1	0.999998051498
+1	+1	0.995904987746
-1	-1	0.999999952636
-1	-1	0.999999998022
-1	-1	0.999999999986
+1	+1	0.994818077527
-1	-1	0.999831924268
+1	+1	0.99202263289
-1	-1	0.964376585619
+1	+1	0.999999719044
-1	-1	0.999663657758
-1	-1	0.703211381209
-1	-1	0.98627521412
+1	+1	0.994972072916
+1	+1	0.997976253512
-1	-1	0.999999999994
