-1	-1	0.2209612906367406
-1	-1	0.004090873482516931
-1	-1	0.4475661940994792
+1	-1	0.45922279465242366
+1	+1	0.9896063765400817
+1	+1	0.9895506924855463
+1	+1	0.754271694028099
+1	+1	0.9066217217907173
-1	-1	0.11087045995927299
+1	-1	0.4775526903914621
+1	+1	0.844526670741699
-1	-1	0.0774919826793209
+1	+1	0.9807922347964502
-1	-1	0.3516324000718896
-1	-1	0.3229689740520331
-1	-1	0.028944975774373532
-1	-1	0.4490211470332868
-1	-1	0.14911111741851069
+1	+1	0.9841498968983309
+1	+1	0.9369170631393886
+1	+1	0.993295121212258
-1	-1	0.49764763770584725
-1	-1	0.19421763616266302
-1	-1	0.09068691765596126
+1	+1	0.9961075384117278
-1	-1	0.013272669072252856
+1	+1	0.5825559512272088
+1	+1	0.7150791409724424
-1	-1	0.20200151586606332
+1	+1	0.6737436199077578
+1	+1	0.7476368953177016
-1	-1	0.11734589957508171
+1	+1	0.9905014191094047
-1	-1	0.1056596459584793
+1	+1	0.5930273986849253
+1	+1	0.9797484529701016
+1	-1	0.41407630624831243
-1	-1	0.15859964378117658
-1	-1	0.03359069472716404
-1	-1	0.020509852588450287
-1	-1	0.09054593965063955
-1	-1	0.333127531195207
+1	+1	0.8279763030291972
-1	-1	0.023621273264095372
-1	+1	0.5087692909407586
-1	+1	0.5580830918836185
-1	-1	0.43561663048593297
-1	-1	0.092771491422922
-1	-1	0.1451542569483895
+1	+1	0.8643074873449649
+1	+1	0.9982415217538031
-1	-1	0.01906237218001743
-1	-1	0.033541835341123614
-1	-1	0.09551187104561966
-1	-1	0.21945664570470189
-1	-1	0.102424538643863
-1	-1	0.421179272019309
-1	-1	0.3631541380349381
+1	+1	0.9643131735048776
-1	-1	0.1944418413742184
+1	+1	0.9395079860884987
+1	-1	0.24097633206778155
+1	-1	0.3755415764786598
-1	-1	0.1643057867100936
+1	+1	0.9435081721780184
-1	-1	0.025984017084744543
+1	+1	0.9293375908962201
-1	-1	0.1355859996039893
-1	-1	0.001573637770948837
+1	+1	0.8955542704310494
+1	+1	0.9472510480210599
+1	+1	0.9311100906534725
-1	-1	0.16449681564675075
+1	+1	0.870975988969275
+1	+1	0.9944766534760305
-1	+1	0.8779401974613121
+1	+1	0.6273200676723258
-1	-1	0.011577241044150309
+1	+1	0.812431971006936
+1	+1	0.9514207758277504
+1	+1	0.9327150866672321
+1	+1	0.7804159824203625
-1	-1	0.09482910110667253
-1	-1	6.230649889612399e-06
+1	-1	0.36428948901527325
-1	-1	0.49006150446809793
+1	+1	0.9751931890489904
-1	-1	0.004830722804713082
+1	+1	0.8902260733276495
-1	-1	0.4422976254827136
-1	-1	0.057828632404989276
-1	-1	0.03977646093099181
-1	-1	0.20276440447580693
-1	-1	0.03095195618069802
+1	+1	0.9867385091969132
+1	+1	0.9758452323848201
-1	-1	0.19142154145211895
-1	-1	0.008841881700399491
-1	-1	0.043961352020737164
-1	-1	0.005910374282583297
-1	+1	0.935801134728907
+1	-1	0.12366162486549631
